user,total_emails_sent,total_files_accessed,total_logon_sessions,total_usb_activities,user_employee_full_name,user_unique_identifier,personality_trait_openness,personality_trait_conscientiousness,personality_trait_extraversion,personality_trait_agreeableness,personality_trait_neuroticism,anomaly_score,isolation_forest_threat_label
JIM0095,3677.0,0.0,0.0,0.0,Jane Ignacia Mcdonald,JIM0095,10,18,21,15,35,0.07140047271634353,0
JJB0127,2973.0,0.0,0.0,0.0,Jin Jonathan Buckley,JJB0127,26,21,38,30,32,0.1325558464069289,0
JJB0371,0.0,0.0,690.0,0.0,Judah John Barker,JJB0371,11,22,22,36,29,0.1359982777269324,0
JJB0700,337.0,0.0,0.0,0.0,Julie Jaime Burns,JJB0700,15,19,39,37,28,0.13193342868476587,0
JJB0986,0.0,0.0,689.0,0.0,Joshua Jamal Bowen,JJB0986,20,19,38,19,40,0.12432499927272822,0
JJF0924,0.0,0.0,690.0,0.0,Jackson John Fleming,JJF0924,40,22,36,18,29,0.1804921004826588,0
JJH0292,339.0,0.0,0.0,0.0,Jane Justina Hunt,JJH0292,35,23,38,39,28,0.16412858365087118,0
JJH0613,5027.0,0.0,0.0,0.0,Jael Jennifer Hansen,JJH0613,50,30,24,14,26,0.05821529345766008,0
JJM0203,1876.0,0.0,0.0,0.0,Jonathan John Martinez,JJM0203,37,36,18,30,28,0.16467020030898827,0
JJP0687,0.0,0.0,690.0,0.0,Jemima Jane Park,JJP0687,42,43,32,36,32,0.16983547206035227,0
JKB0126,3024.0,0.0,0.0,0.0,Jaden Kylan Buckley,JKB0126,43,24,19,33,28,0.13929695020122274,0
JKD0625,0.0,1300.0,966.0,7657.0,Jenna Kiona Dickerson,JKD0625,35,36,33,17,32,-0.025205689382988394,1
JKF0465,403.0,0.0,0.0,0.0,Jerry Kennan Fischer,JKF0465,10,37,12,17,32,0.07529750941006125,0
JKJ0698,429.0,0.0,0.0,0.0,Jescie Kristen Jenkins,JKJ0698,16,38,16,22,28,0.13741970297656347,0
JKM0303,330.0,0.0,0.0,0.0,Joel Kennan Mccarty,JKM0303,46,10,44,15,35,0.07983917738184959,0
JLC0833,0.0,0.0,608.0,0.0,Jakeem Leonard Clark,JLC0833,40,24,16,42,28,0.14416610006799463,0
JLH0035,0.0,0.0,690.0,0.0,Jeremy Logan Hill,JLH0035,18,39,20,39,25,0.15635022024343626,0
JLH0275,0.0,0.0,690.0,0.0,Jaden Lara Higgins,JLH0275,37,17,37,23,26,0.17527743374525045,0
JLH0732,0.0,478.0,1096.0,264.0,Jolene Lavinia Houston,JLH0732,42,44,41,41,21,0.04706912699208243,0
JLM0364,3537.0,0.0,0.0,0.0,Jacqueline Latifah Miles,JLM0364,35,22,15,25,37,0.11759275123792834,0
JLM0399,0.0,0.0,689.0,0.0,Jerome Levi Mcclain,JLM0399,16,25,40,30,23,0.12296356290445032,0
JLS0448,0.0,0.0,622.0,0.0,Jasper Lamar Spence,JLS0448,33,33,37,43,35,0.15615785471137228,0
JLW0053,4717.0,0.0,0.0,0.0,Jackson Linus Wilkerson,JLW0053,42,41,18,38,31,0.12684738552235558,0
JLW0437,0.0,0.0,690.0,0.0,John Leroy Whitehead,JLW0437,13,37,21,42,30,0.13529382687032082,0
JMB0069,0.0,0.0,690.0,0.0,Jolene Martha Blake,JMB0069,39,24,49,14,14,0.060587973987018096,0
JMB0308,2203.0,0.0,0.0,0.0,Jarrod Malik Burris,JMB0308,41,44,34,14,32,0.13750478373700498,0
JMC0198,0.0,0.0,970.0,0.0,Jorden Maris Clemons,JMC0198,41,40,26,14,30,0.15489426834056308,0
JMC0925,3372.0,0.0,0.0,0.0,Jade Maris Coleman,JMC0925,33,10,23,19,31,0.10526150967795767,0
JMD0520,1009.0,0.0,0.0,0.0,Jane Maite Dotson,JMD0520,21,45,16,38,29,0.13258241295650125,0
JMH0543,2003.0,0.0,0.0,0.0,Jermaine Mannix Hansen,JMH0543,44,25,37,13,34,0.12136908442579547,0
JMK0099,2989.0,0.0,0.0,0.0,Jakeem Magee Knight,JMK0099,40,37,41,41,25,0.13829026045184223,0
JML0909,1010.0,0.0,0.0,0.0,Jenette McKenzie Lynn,JML0909,24,32,39,40,21,0.11709564122014449,0
JMM0886,0.0,0.0,960.0,0.0,Joelle Molly Mccarty,JMM0886,39,40,25,42,33,0.15345588207969652,0
JMW0638,1007.0,0.0,0.0,0.0,Jonah Merritt Wilder,JMW0638,43,21,30,18,30,0.1605722777300696,0
JMW0648,0.0,0.0,690.0,0.0,Jelani Malachi Wagner,JMW0648,26,37,18,40,25,0.16193100405686106,0
JMW0835,0.0,0.0,690.0,0.0,Julie Michelle Weeks,JMW0835,35,34,44,20,30,0.16299426790189891,0
JNA0559,3020.0,0.0,0.0,0.0,Justine Nola Adkins,JNA0559,10,10,41,10,31,0.011666018026547431,0
JNC0320,0.0,923.0,1144.0,722.0,Jack Nicolas Christensen,JNC0320,30,25,39,41,29,0.07893424388792258,0
JNJ0556,3009.0,0.0,0.0,0.0,Jaden Nicole Johnston,JNJ0556,43,45,22,33,34,0.1430460517705756,0
JOL0024,3640.0,0.0,0.0,0.0,John Omar Lancaster,JOL0024,50,40,24,21,29,0.12190562213286799,0
JOL0996,0.0,0.0,690.0,0.0,Jescie Oprah Lara,JOL0996,35,50,43,22,26,0.13051607928591974,0
JOM0175,0.0,431.0,1099.0,248.0,Jane Odessa Mccullough,JOM0175,16,33,22,24,26,0.09577861505207635,0
JOM0750,5045.0,0.0,0.0,0.0,Jonathan Orlando Marsh,JOM0750,35,46,25,40,29,0.10936552261102628,0
JOS0323,0.0,882.0,1235.0,612.0,Jameson Orlando Sosa,JOS0323,17,20,18,39,34,0.05440939417974122,0
JPA0667,2980.0,0.0,0.0,0.0,John Price Atkins,JPA0667,49,42,34,35,27,0.12335799800846398,0
JPF0028,0.0,333.0,640.0,163.0,Jade Portia Foley,JPF0028,21,39,22,47,29,0.10569106736391648,0
JPM0871,0.0,0.0,955.0,0.0,Jackson Prescott Mooney,JPM0871,21,13,36,33,21,0.10142811973692195,0
JPW0741,4984.0,0.0,0.0,0.0,Josiah Preston Wall,JPW0741,40,38,44,30,33,0.09892367034990862,0
JQJ0479,0.0,0.0,690.0,0.0,Joy Quon Justice,JQJ0479,38,37,42,13,34,0.14791024391860375,0
JQV0922,0.0,396.0,579.0,363.0,Jada Quinn Vang,JQV0922,42,30,24,46,24,0.10517511183530875,0
JRB0424,0.0,232.0,1206.0,276.0,Jasmine Ria Banks,JRB0424,21,36,47,43,31,0.05928104107055576,0
JRB0942,0.0,0.0,690.0,0.0,John Robert Blankenship,JRB0942,20,22,46,38,33,0.12630708744681368,0
JRF0835,339.0,0.0,0.0,0.0,Jessica Rachel Freeman,JRF0835,44,33,18,37,18,0.12259987300541042,0
JRG0207,3842.0,0.0,0.0,0.0,Joseph Raja Gaines,JRG0207,42,37,40,21,27,0.15101168924130554,0
JRH0455,51.0,0.0,0.0,0.0,Jeremy Rooney Henderson,JRH0455,19,21,42,20,34,0.13802322894224567,0
JRL0574,331.0,0.0,0.0,0.0,Joy Rosalyn Leblanc,JRL0574,19,26,35,47,40,0.08404002454201809,0
JRS0362,3689.0,0.0,0.0,0.0,Jackson Rafael Sutton,JRS0362,50,50,14,37,24,0.05721620603458766,0
JRV0778,0.0,276.0,1179.0,672.0,Jaquelyn Rebekah Valenzuela,JRV0778,37,40,41,22,31,0.10359900562863178,0
JSA0775,991.0,0.0,0.0,0.0,Julian Samson Allen,JSA0775,50,46,42,19,33,0.10364894437458383,0
JSD0488,0.0,0.0,690.0,0.0,Jaquelyn September David,JSD0488,40,34,21,18,28,0.1817354488523205,0
JSH0330,1049.0,0.0,0.0,0.0,Judith Shaeleigh Hayden,JSH0330,20,16,23,24,28,0.14240814039277938,0
JSP0152,0.0,0.0,690.0,0.0,Josephine Sylvia Parsons,JSP0152,37,40,19,41,28,0.17788858700935256,0
JSW0862,0.0,0.0,690.0,0.0,James Sean Winters,JSW0862,12,42,27,18,31,0.11314603081676339,0
JTC0313,0.0,1938.0,690.0,722.0,Jennifer Teagan Colon,JTC0313,47,45,19,40,29,0.057400309938167915,0
JTM0223,1489.0,0.0,0.0,0.0,Jerry Tad Mccall,JTM0223,35,48,20,21,30,0.14608113263501105,0
JTS0389,3335.0,0.0,0.0,0.0,Josiah Thaddeus Stewart,JTS0389,31,36,11,44,32,0.09276382244621706,0
JTS0619,0.0,0.0,690.0,0.0,Jackson Theodore Sharp,JTS0619,25,47,29,34,28,0.14508478986170364,0
JTS0917,0.0,0.0,714.0,0.0,Joshua Taylor Sims,JTS0917,25,29,32,30,26,0.1685834903633207,0
JUC0443,0.0,0.0,690.0,0.0,Jolie Uta Cummings,JUC0443,34,35,26,40,37,0.14648212539608085,0
JUD0798,0.0,0.0,572.0,0.0,Julian Ulysses Davidson,JUD0798,29,47,33,46,29,0.11960614197735842,0
JVC0800,0.0,0.0,1210.0,0.0,Jeanette Vera Carlson,JVC0800,23,17,43,43,22,0.07329911675433587,0
JVM0660,0.0,0.0,690.0,0.0,Jackson Victor Mays,JVM0660,22,18,12,31,24,0.105119059663135,0
JVS0212,0.0,2050.0,4966.0,1345.0,Jerry Vincent Shepherd,JVS0212,17,13,10,18,34,-0.06278759846628768,1
JVW0042,0.0,0.0,690.0,0.0,Jena Vanna White,JVW0042,34,35,15,22,32,0.16311166399474925,0
JWS0948,0.0,362.0,1101.0,1371.0,Jameson William Schultz,JWS0948,23,34,39,36,33,0.08492998656793838,0
JXD0869,0.0,470.0,1424.0,325.0,John Xavier Duffy,JXD0869,21,25,25,15,32,0.09633639211155454,0
JXH0493,5008.0,0.0,0.0,0.0,Justin Xerxes Hansen,JXH0493,36,32,23,15,31,0.12111266329878367,0
JYB0548,0.0,0.0,690.0,0.0,Joy Yolanda Beck,JYB0548,41,36,21,11,27,0.15035725223986257,0
JYG0912,0.0,0.0,946.0,0.0,Jennifer Yetta Gibbs,JYG0912,40,37,16,20,25,0.1582831503713762,0
JYM0032,0.0,0.0,690.0,0.0,Jaquelyn Yoshi Mckinney,JYM0032,30,42,16,41,22,0.14094220340594488,0
JZA0447,0.0,1314.0,1290.0,6725.0,Jessamine Zelenia Alvarado,JZA0447,37,32,30,10,28,-0.04140702344413438,1
JZD0888,996.0,0.0,0.0,0.0,Jane Zia Day,JZD0888,20,20,30,14,30,0.12925100711929483,0
KAA0526,0.0,0.0,717.0,0.0,Kaitlin Amity Armstrong,KAA0526,39,44,39,28,26,0.1615390089798479,0
KAC0037,0.0,0.0,690.0,0.0,Kai Alexandra Carroll,KAC0037,48,45,17,22,28,0.14602072451721082,0
KAC0124,3058.0,0.0,0.0,0.0,Kathleen Aline Chan,KAC0124,33,14,30,18,33,0.12339055722183145,0
KAC0245,0.0,0.0,690.0,0.0,Keegan Ashton Cervantes,KAC0245,35,22,42,41,30,0.1581863985624291,0
KAG0412,0.0,0.0,871.0,0.0,Kiona Alyssa Gilmore,KAG0412,46,18,47,18,19,0.07549689933654785,0
KAJ0233,0.0,0.0,690.0,0.0,Kyle Ashton James,KAJ0233,24,32,46,22,36,0.12469457941355172,0
KAK0992,0.0,0.0,509.0,0.0,Kenyon Arthur Kent,KAK0992,50,36,39,39,34,0.11975287646913196,0
KAL0395,3021.0,0.0,0.0,0.0,Kay Alexa Logan,KAL0395,13,24,22,28,29,0.10477141187257433,0
KAS0887,0.0,0.0,690.0,0.0,Kiara Astra Small,KAS0887,22,18,49,15,28,0.12131530070221624,0
KAT0270,3045.0,0.0,0.0,0.0,Kirby Amity Tyson,KAT0270,21,24,39,23,27,0.14430198277405581,0
KAT0489,5023.0,0.0,0.0,0.0,Katell Amethyst Thornton,KAT0489,22,41,36,23,26,0.11512570614109902,0
KAV0428,0.0,0.0,1003.0,0.0,Kathleen Audrey Vargas,KAV0428,37,35,31,18,31,0.1712302190541899,0
KAW0462,0.0,264.0,995.0,243.0,Keaton Avram Whitley,KAW0462,14,23,17,39,27,0.07230536928970938,0
KBB0189,3719.0,0.0,0.0,0.0,Kaye Brianna Blair,KBB0189,49,23,16,33,30,0.1051781395747744,0
KBC0054,2980.0,0.0,0.0,0.0,Kyla Blythe Carter,KBC0054,42,43,17,41,32,0.13967708796329725,0
KBC0531,0.0,1473.0,183.0,962.0,Kibo Burke Camacho,KBC0531,23,17,25,37,25,0.04973405138163434,0
KBG0549,3365.0,0.0,0.0,0.0,Kylie Brielle Greer,KBG0549,16,19,37,10,32,0.072974275535366,0
KBL0260,3014.0,0.0,0.0,0.0,Kermit Beau Leach,KBL0260,16,15,48,16,32,0.05964912701255265,0
KBP0008,9145.0,0.0,0.0,0.0,Kirby Bo Pollard,KBP0008,23,18,40,11,34,8.987508627222862e-05,0
KBS0874,5062.0,0.0,0.0,0.0,Kay Brynne Spears,KBS0874,23,39,37,33,29,0.10587021211325504,0
KCB0534,0.0,2694.0,967.0,1367.0,Kelly Cade Barnes,KCB0534,48,30,43,21,27,0.04755070097152436,0
KCB0815,3061.0,0.0,0.0,0.0,Kaden Chastity Briggs,KCB0815,16,40,18,36,31,0.1242717891021779,0
KCF0045,3654.0,0.0,0.0,0.0,Kendall Ciaran Frank,KCF0045,40,39,16,27,31,0.14709541872020343,0
KCF0224,0.0,2332.0,1132.0,1332.0,Kirk Cade Franks,KCF0224,33,30,39,20,38,0.06682267716219215,0
KCL0381,0.0,0.0,1114.0,0.0,Karen Carolyn Langley,KCL0381,44,41,41,23,30,0.13710850929914575,0
KCL0761,0.0,0.0,980.0,0.0,Karleigh Candace Lowe,KCL0761,32,32,12,20,36,0.12266962169744094,0
KCO0122,3033.0,0.0,0.0,0.0,Kermit Coby Oliver,KCO0122,30,32,26,38,33,0.13550432374407734,0
KCS0173,4679.0,0.0,0.0,0.0,Kenyon Chancellor Sharpe,KCS0173,39,20,50,20,30,0.08648238449484497,0
KCS0524,0.0,0.0,690.0,0.0,Katelyn Cailin Solomon,KCS0524,33,41,40,45,27,0.15151914461861488,0
KDD0511,0.0,0.0,690.0,0.0,Keefe Darius Duran,KDD0511,43,26,24,40,26,0.17049062482137922,0
KDH0290,0.0,0.0,690.0,0.0,Karyn Deborah Hunter,KDH0290,28,38,15,23,23,0.14685661747858741,0
KDS0349,4745.0,0.0,0.0,0.0,Kim Dara Sullivan,KDS0349,18,23,20,32,29,0.10360083685198074,0
KDT0346,1003.0,0.0,0.0,0.0,Kibo Dolan Turner,KDT0346,36,41,10,22,33,0.1300250788607365,0
KEP0423,0.0,0.0,690.0,0.0,Kelly Elton Porter,KEP0423,41,28,43,25,29,0.16678351680552445,0
KES0729,5014.0,0.0,0.0,0.0,Kylie Elizabeth Santos,KES0729,20,10,24,45,31,0.058749344974909246,0
KFB0241,0.0,0.0,690.0,0.0,Kyra Fiona Bonner,KFB0241,38,49,42,40,31,0.136245173691334,0
KFB0590,0.0,0.0,690.0,0.0,Kevyn Frances Brennan,KFB0590,35,36,13,12,38,0.11302607504116446,0
KFD0578,0.0,0.0,690.0,0.0,Kirsten Faith Drake,KFD0578,38,33,46,50,21,0.08172576883656502,0
KGM0616,0.0,164.0,1418.0,353.0,Karleigh Gemma Morales,KGM0616,20,30,37,23,31,0.09369763583812613,0
KGR0690,0.0,0.0,960.0,0.0,Keane Gary Russo,KGR0690,43,10,18,24,31,0.1179685065989427,0
KHC0465,0.0,0.0,372.0,0.0,Kelly Hashim Carr,KHC0465,39,21,17,50,33,0.12176829085306279,0
KIL0618,0.0,0.0,690.0,0.0,Kendall Imani Lancaster,KIL0618,35,37,37,30,28,0.17835429983684142,0
KJA0152,3687.0,0.0,0.0,0.0,Kimberley Joy Anderson,KJA0152,16,16,39,38,34,0.09699383073157397,0
KJB0503,0.0,0.0,706.0,0.0,Kane Julian Burgess,KJB0503,42,25,22,25,31,0.1753965493801526,0
KJC0931,0.0,2521.0,1433.0,304.0,Kitra Jenette Chambers,KJC0931,34,42,37,14,34,0.05222286750673788,0
KJF0253,0.0,0.0,798.0,0.0,Kamal Judah Fox,KJF0253,44,17,35,17,38,0.12606295233848602,0
KJG0910,991.0,0.0,0.0,0.0,Kermit Jonas Gould,KJG0910,37,10,31,18,29,0.12863257727523786,0
KJJ0293,333.0,0.0,0.0,0.0,Kirk Jakeem Joyce,KJJ0293,41,42,23,39,33,0.1667331419320855,0
KJM0887,1005.0,0.0,0.0,0.0,Kibo Josiah Murray,KJM0887,31,47,14,16,32,0.11033123119088695,0
KJP0371,3700.0,0.0,0.0,0.0,Kyla Jocelyn Porter,KJP0371,36,21,25,15,30,0.13835736778082508,0
KJP0844,0.0,522.0,1419.0,307.0,Kitra Jenette Patel,KJP0844,39,23,19,37,42,0.0605190675830084,0
KJS0618,5059.0,0.0,0.0,0.0,Kay Janna Snider,KJS0618,19,15,20,10,37,0.030176538415073284,0
KJW0416,3037.0,0.0,0.0,0.0,Katell Jasmine Wiggins,KJW0416,50,46,39,41,30,0.09452695228469288,0
KKC0234,0.0,0.0,690.0,0.0,Kyla Katelyn Calhoun,KKC0234,38,43,41,22,33,0.1608210493120727,0
KKC0683,3054.0,0.0,0.0,0.0,Kessie Kay Cooper,KKC0683,32,37,37,48,35,0.10181117755261448,0
KKP0830,0.0,0.0,784.0,0.0,Kathleen Kelsie Page,KKP0830,39,41,20,43,27,0.1719812753034209,0
KKS0119,4684.0,0.0,0.0,0.0,Kimberley Kiona Sosa,KKS0119,15,28,39,33,27,0.0813000341022092,0
KKW0879,5158.0,0.0,0.0,0.0,Keane Kennan Watts,KKW0879,36,42,21,31,27,0.12026820327457954,0
KLF0685,0.0,844.0,941.0,704.0,Kevin Laith Fry,KLF0685,39,18,38,28,27,0.12156217631818844,0
KLH0596,279.0,0.0,0.0,0.0,Kasper Lance Huffman,KLH0596,30,10,35,12,29,0.10063590147193718,0
KLH0708,0.0,0.0,690.0,0.0,Kendall Lynn Hatfield,KLH0708,35,38,42,43,32,0.15804856709963078,0
KLM0639,1018.0,0.0,0.0,0.0,Katelyn Lani Murray,KLM0639,20,15,24,40,26,0.11973857372355151,0
KMB0922,3027.0,0.0,0.0,0.0,Keegan Marvin Benson,KMB0922,43,43,17,24,27,0.14720453525316207,0
KMD0580,0.0,0.0,690.0,0.0,Kitra MacKensie Dillon,KMD0580,22,10,41,16,31,0.10684790657669968,0
KMH0307,0.0,970.0,1186.0,1340.0,Kathleen Molly Hunter,KMH0307,37,19,34,19,33,0.08989715257591918,0
KMH0400,0.0,0.0,528.0,0.0,Kitra Montana Henderson,KMH0400,47,44,14,20,29,0.12068396971720546,0
KMH0998,0.0,0.0,690.0,0.0,Kelsie Mia Humphrey,KMH0998,39,38,38,18,27,0.17926461576533315,0
KMS0657,1006.0,0.0,0.0,0.0,Kay Maxine Skinner,KMS0657,17,31,21,17,29,0.14011204450942366,0
KMW0545,3025.0,0.0,0.0,0.0,Keely Mollie Weiss,KMW0545,19,16,18,23,32,0.12885588693933908,0
KNB0022,3646.0,0.0,0.0,0.0,Keane Nicholas Blevins,KNB0022,22,38,45,16,30,0.09892584535073057,0
KNC0291,0.0,0.0,689.0,0.0,Kendall Nevada Coffey,KNC0291,37,40,39,19,27,0.17935646446443165,0
KNG0672,2611.0,0.0,0.0,0.0,Kasimir Nehru Galloway,KNG0672,21,40,18,20,27,0.14279780542634435,0
KNW0405,0.0,0.0,690.0,0.0,Kirsten Nevada Wilkerson,KNW0405,32,33,19,32,36,0.16308857301509905,0
KNW0644,1015.0,0.0,0.0,0.0,Keiko Naida Webb,KNW0644,15,20,23,15,25,0.11831474602571712,0
KOM0357,0.0,0.0,690.0,0.0,Kelsey Olivia Mosley,KOM0357,34,43,35,22,32,0.1790882480975961,0
KPB0549,0.0,0.0,1358.0,0.0,Kylan Pamela Barry,KPB0549,33,38,27,46,30,0.1170543142938435,0
KPC0073,1311.0,0.0,0.0,0.0,Kareem Porter Collins,KPC0073,44,30,11,16,23,0.09647596517788087,0
KPP0452,341.0,0.0,0.0,0.0,Kai Penelope Peck,KPP0452,44,46,44,16,19,0.07894141299650653,0
KPR0497,5028.0,0.0,0.0,0.0,Kirk Palmer Rosales,KPR0497,50,43,43,20,29,0.06562253404714802,0
KQC0708,336.0,0.0,0.0,0.0,Kevyn Quin Charles,KQC0708,34,18,39,42,23,0.13659717369608876,0
KQS0415,3032.0,0.0,0.0,0.0,Kane Quinlan Stevenson,KQS0415,35,42,13,14,34,0.11297665373891524,0
KRG0158,3710.0,0.0,0.0,0.0,Kenyon Raja Galloway,KRG0158,34,38,42,14,27,0.12838762292104344,0
KRH0812,0.0,5899.0,1286.0,804.0,Kato Rafael Hubbard,KRH0812,41,14,24,15,16,-0.05055948535941257,1
KRL0062,3691.0,0.0,0.0,0.0,Keaton Ronan Leonard,KRL0062,37,16,17,20,33,0.12700775312099538,0
KRL0501,3871.0,0.0,0.0,0.0,Kirby Ruby Lyons,KRL0501,18,27,23,28,26,0.1179099923350565,0
KRM0541,3022.0,0.0,0.0,0.0,Kimberley Roary Maldonado,KRM0541,40,20,38,36,23,0.12818627180203085,0
KRV0372,3711.0,0.0,0.0,0.0,Kennedy Robert Vega,KRV0372,40,39,25,35,32,0.15350753034449227,0
KSC0255,0.0,0.0,966.0,0.0,Kai Susan Chaney,KSC0255,35,34,38,36,30,0.16705707380000334,0
KSH0569,2998.0,0.0,0.0,0.0,Kameko Signe Harrison,KSH0569,15,39,23,14,22,0.07063129622417952,0
KSM0561,0.0,0.0,690.0,0.0,Kenyon Salvador May,KSM0561,24,14,30,36,35,0.14391864835794466,0
KSP0357,2496.0,0.0,0.0,0.0,Kennedy Shad Parker,KSP0357,41,40,29,19,24,0.1423725832555512,0
KSP0966,333.0,0.0,0.0,0.0,Kenneth Steel Porter,KSP0966,42,36,19,24,35,0.16486616386612163,0
KTC0053,0.0,0.0,136.0,0.0,Kennan Thane Chavez,KTC0053,44,18,21,26,37,0.14107494109714847,0
KTG0001,0.0,0.0,958.0,0.0,Kaden Tarik Giles,KTG0001,23,20,15,37,36,0.11094408069632011,0
KTG0091,2992.0,0.0,0.0,0.0,Kendall Thaddeus Glover,KTG0091,46,41,16,15,29,0.12309625249975098,0
KTH0256,0.0,0.0,690.0,0.0,Kyle Troy Hull,KTH0256,42,20,20,45,27,0.15243744496462608,0
KTR0907,0.0,0.0,892.0,0.0,Kadeem Troy Randolph,KTR0907,21,26,26,24,42,0.11002206828922145,0
KTS0879,0.0,0.0,952.0,0.0,Kasper Thomas Shelton,KTS0879,33,13,20,21,25,0.14687029557099818,0
KVS0425,3014.0,0.0,0.0,0.0,Kirestin Vanna Sykes,KVS0425,20,19,21,30,35,0.12258382930342004,0
KVT0028,3041.0,0.0,0.0,0.0,Kessie Vielka Trevino,KVT0028,44,20,35,19,37,0.11186760058136253,0
KWC0004,8997.0,0.0,0.0,0.0,Kai Wynne Craft,KWC0004,23,38,39,20,27,0.03915192893772157,0
KWE0082,3028.0,0.0,0.0,0.0,Kane Walter Eaton,KWE0082,38,43,19,48,35,0.11370775715706344,0
KXF0634,0.0,0.0,690.0,0.0,Kirk Xanthus Fleming,KXF0634,10,34,15,39,33,0.10457343329889168,0
KZM0791,0.0,0.0,690.0,0.0,Kasper Zeph Moran,KZM0791,20,35,21,46,39,0.10327389767768164,0
LAD0514,0.0,0.0,997.0,0.0,Laura Aspen Dunlap,LAD0514,45,44,47,17,29,0.11525042618410214,0
LAF0991,3025.0,0.0,0.0,0.0,Lucas Ahmed Ferrell,LAF0991,40,39,36,22,34,0.15389200669425207,0
LAG0639,0.0,1560.0,1374.0,7915.0,Laith Arden Gardner,LAG0639,33,35,20,34,27,-0.04674141261928255,1
LAM0911,4728.0,0.0,0.0,0.0,Lillith Adena Matthews,LAM0911,42,43,27,38,22,0.10001021776507552,0
LAP0338,1420.0,0.0,0.0,0.0,Lynn Adena Pratt,LAP0338,42,23,33,45,31,0.1329670894033098,0
LAV0312,0.0,0.0,689.0,0.0,Lucy Anika Valenzuela,LAV0312,41,40,21,49,28,0.14555654966951137,0
LBC0356,3696.0,0.0,0.0,0.0,Logan Branden Cherry,LBC0356,40,30,40,21,41,0.1172845913143632,0
LBC0918,0.0,0.0,690.0,0.0,Lev Baxter Cabrera,LBC0918,36,37,15,37,29,0.1684031403059254,0
LBF0214,6135.0,0.0,0.0,0.0,Leslie Briar Fields,LBF0214,18,44,18,38,28,0.04202027055299329,0
LBH0942,3918.0,0.0,0.0,0.0,Lyle Brady Hayes,LBH0942,40,42,23,30,29,0.1502028158699733,0
LBM0101,0.0,0.0,690.0,0.0,Lila Brooke Mann,LBM0101,17,12,17,19,33,0.1200421674550955,0
LBW0600,0.0,2295.0,1116.0,283.0,Libby Bell Willis,LBW0600,38,33,46,22,32,0.062272080222342985,0
LCB0664,4697.0,0.0,0.0,0.0,Lysandra Chastity Brennan,LCB0664,16,19,36,24,32,0.10315469348736706,0
LCC0819,1413.0,0.0,0.0,0.0,Leslie Cassandra Colon,LCC0819,32,14,11,15,27,0.11071548363196931,0
LCD0622,4977.0,0.0,0.0,0.0,Leo Chaney Daugherty,LCD0622,30,26,13,14,26,0.08048949025414714,0
LCD0715,0.0,0.0,256.0,0.0,Lillith Chanda Delgado,LCD0715,24,23,36,38,29,0.14609958959081903,0
LCG0665,0.0,0.0,690.0,0.0,Lucius Cullen Gallagher,LCG0665,38,22,43,38,38,0.13459613694157596,0
LCM0360,0.0,0.0,690.0,0.0,Lance Curran Mathews,LCM0360,41,20,36,19,27,0.17807890939103554,0
LCP0957,0.0,0.0,690.0,0.0,Lev Colby Pope,LCP0957,37,11,38,17,31,0.13856413731907818,0
LDB0090,3657.0,0.0,0.0,0.0,Lani Dai Beard,LDB0090,40,14,39,41,34,0.11889781953303624,0
LDD0560,400.0,0.0,0.0,0.0,Leslie Denise Dillon,LDD0560,25,43,39,26,35,0.12395933213357047,0
LDF0262,0.0,0.0,690.0,0.0,Laith Dante Forbes,LDF0262,24,14,21,44,30,0.13633654794802658,0
LDG0459,332.0,0.0,0.0,0.0,Lacota Dahlia Good,LDG0459,20,41,10,50,34,0.06554902636000559,0
LDM0587,335.0,0.0,0.0,0.0,Lila Dana Mcintyre,LDM0587,49,20,23,21,26,0.14006537470276004,0
LEB0888,0.0,306.0,1257.0,333.0,Lucian Elijah Brooks,LEB0888,37,26,17,43,19,0.06449569901182128,0
LEH0789,0.0,0.0,690.0,0.0,Leo Edward Hopkins,LEH0789,37,25,44,13,32,0.13938541783336705,0
LEM0605,4958.0,0.0,0.0,0.0,Leo Elmo Monroe,LEM0605,46,50,40,39,26,0.06984350463841593,0
LFR0605,0.0,0.0,690.0,0.0,Lavinia Faith Ratliff,LFR0605,21,29,39,18,33,0.16140114853759385,0
LFS0071,3061.0,0.0,0.0,0.0,Lamar Francis Scott,LFS0071,48,31,14,17,25,0.09623432159785256,0
LGL0964,0.0,0.0,690.0,0.0,Laith Griffith Livingston,LGL0964,35,15,41,41,34,0.14080992196564573,0
LGR0884,0.0,0.0,962.0,0.0,Lee Griffin Rasmussen,LGR0884,49,13,18,22,35,0.10014001516709514,0
LGW0987,0.0,1742.0,1100.0,761.0,Lucas Grady Wyatt,LGW0987,32,12,44,38,26,0.03110066378796017,0
LHB0606,1161.0,0.0,0.0,0.0,Louis Hyatt Bruce,LHB0606,37,38,15,27,27,0.16097781902243952,0
LHB0967,330.0,0.0,0.0,0.0,Leo Hasad Byrd,LHB0967,37,38,41,47,33,0.14313568366059715,0
LHC0329,0.0,0.0,1249.0,0.0,Lamar Hakeem Conner,LHC0329,14,32,30,50,20,0.02740966233636255,0
LHL0309,4981.0,0.0,0.0,0.0,Lacota Hilda Lindsey,LHL0309,19,34,27,46,37,0.05291150066062156,0
LHN0151,1680.0,0.0,0.0,0.0,Lacota Helen Nash,LHN0151,13,15,19,32,26,0.10059685945538083,0
